regions,Municipalitys,year,gender,numberOfPeople
OREBRO,NORA,2010,Man,74
OREBRO,OREBRO,2010,Kvinna,340
OREBRO,OREBRO,2010,Man,768
OSTERGOTLAND,BOXHOLM,2010,Kvinna,10
OSTERGOTLAND,BOXHOLM,2010,Man,29
OSTERGOTLAND,FINSPANG,2010,Kvinna,88
OSTERGOTLAND,FINSPANG,2010,Man,144
OSTERGOTLAND,KINDA,2010,Kvinna,20
OSTERGOTLAND,KINDA,2010,Man,41
OSTERGOTLAND,LINKOPING,2010,Kvinna,255
OSTERGOTLAND,LINKOPING,2010,Man,526
OSTERGOTLAND,MJOLBY,2010,Kvinna,86
OSTERGOTLAND,MJOLBY,2010,Man,185
OSTERGOTLAND,MOTALA,2010,Kvinna,134
OSTERGOTLAND,MOTALA,2010,Man,270
OSTERGOTLAND,NORRKOPING,2010,Kvinna,421
OSTERGOTLAND,NORRKOPING,2010,Man,933
OSTERGOTLAND,SODERKOPING,2010,Kvinna,37
OSTERGOTLAND,SODERKOPING,2010,Man,98
OSTERGOTLAND,VADSTENA,2010,Kvinna,21
OSTERGOTLAND,VADSTENA,2010,Man,46
OSTERGOTLAND,VALDEMARSVIK,2010,Kvinna,39
OSTERGOTLAND,VALDEMARSVIK,2010,Man,78
OSTERGOTLAND,YDRE,2010,Kvinna,8
OSTERGOTLAND,YDRE,2010,Man,18
OSTERGOTLAND,ATVIDABERG,2010,Kvinna,22
OSTERGOTLAND,ATVIDABERG,2010,Man,70
OSTERGOTLAND,ODESHOG,2010,Kvinna,35
OSTERGOTLAND,ODESHOG,2010,Man,65
BLEKINGE,KARLSHAMN,2011,Kvinna,104
BLEKINGE,KARLSHAMN,2011,Man,184
BLEKINGE,KARLSKRONA,2011,Kvinna,154
BLEKINGE,KARLSKRONA,2011,Man,316
BLEKINGE,OLOFSTROM,2011,Kvinna,34
BLEKINGE,OLOFSTROM,2011,Man,87
BLEKINGE,RONNEBY,2011,Kvinna,107
BLEKINGE,RONNEBY,2011,Man,207
BLEKINGE,SOLVESBORG,2011,Kvinna,58
BLEKINGE,SOLVESBORG,2011,Man,130
DALARNA,AVESTA,2011,Kvinna,92
DALARNA,AVESTA,2011,Man,198
DALARNA,BORLANGE,2011,Kvinna,184
DALARNA,BORLANGE,2011,Man,310
DALARNA,FALUN,2011,Kvinna,154
DALARNA,FALUN,2011,Man,273
DALARNA,GAGNEF,2011,Kvinna,28
DALARNA,GAGNEF,2011,Man,61
DALARNA,HEDEMORA,2011,Kvinna,67
DALARNA,HEDEMORA,2011,Man,109
DALARNA,LEKSAND,2011,Kvinna,42
DALARNA,LEKSAND,2011,Man,70
DALARNA,LUDVIKA,2011,Kvinna,109
DALARNA,LUDVIKA,2011,Man,225
DALARNA,MALUNG-SALEN,2011,Kvinna,25
DALARNA,MALUNG-SALEN,2011,Man,75
DALARNA,MORA,2011,Kvinna,50
DALARNA,MORA,2011,Man,113
DALARNA,ORSA,2011,Kvinna,20
DALARNA,ORSA,2011,Man,64
DALARNA,RATTVIK,2011,Kvinna,34
DALARNA,RATTVIK,2011,Man,77
DALARNA,SMEDJEBACKEN,2011,Kvinna,36
DALARNA,SMEDJEBACKEN,2011,Man,83
DALARNA,SATER,2011,Kvinna,32
DALARNA,SATER,2011,Man,80
DALARNA,VANSBRO,2011,Kvinna,22
DALARNA,VANSBRO,2011,Man,49
DALARNA,ALVDALEN,2011,Kvinna,32
DALARNA,ALVDALEN,2011,Man,62
GOTLAND,GOTLAND,2011,Kvinna,228
GOTLAND,GOTLAND,2011,Man,427
GAVLEBORG,BOLLNAS,2011,Kvinna,80
GAVLEBORG,BOLLNAS,2011,Man,204
GAVLEBORG,GAVLE,2011,Kvinna,301
GAVLEBORG,GAVLE,2011,Man,640
GAVLEBORG,HOFORS,2011,Kvinna,40
GAVLEBORG,HOFORS,2011,Man,72
GAVLEBORG,HUDIKSVALL,2011,Kvinna,156
GAVLEBORG,HUDIKSVALL,2011,Man,295
GAVLEBORG,LJUSDAL,2011,Kvinna,76
GAVLEBORG,LJUSDAL,2011,Man,158
GAVLEBORG,NORDANSTIG,2011,Kvinna,45
GAVLEBORG,NORDANSTIG,2011,Man,113
GAVLEBORG,OCKELBO,2011,Kvinna,29
GAVLEBORG,OCKELBO,2011,Man,52
GAVLEBORG,OVANAKER,2011,Kvinna,42
GAVLEBORG,OVANAKER,2011,Man,63
GAVLEBORG,SANDVIKEN,2011,Kvinna,163
GAVLEBORG,SANDVIKEN,2011,Man,257
GAVLEBORG,SODERHAMN,2011,Kvinna,127
GAVLEBORG,SODERHAMN,2011,Man,235
HALLAND,FALKENBERG,2011,Kvinna,118
HALLAND,FALKENBERG,2011,Man,196
HALLAND,HALMSTAD,2011,Kvinna,217
HALLAND,HALMSTAD,2011,Man,434
HALLAND,HYLTE,2011,Kvinna,32
HALLAND,HYLTE,2011,Man,66
HALLAND,KUNGSBACKA,2011,Kvinna,117
HALLAND,KUNGSBACKA,2011,Man,283
HALLAND,LAHOLM,2011,Kvinna,97
HALLAND,LAHOLM,2011,Man,175
HALLAND,VARBERG,2011,Kvinna,112
HALLAND,VARBERG,2011,Man,220
JAMTLAND,BERG,2011,Kvinna,21
JAMTLAND,BERG,2011,Man,77
JAMTLAND,BRACKE,2011,Kvinna,32
JAMTLAND,BRACKE,2011,Man,68
JAMTLAND,HARJEDALEN,2011,Kvinna,40
JAMTLAND,HARJEDALEN,2011,Man,111
JAMTLAND,KROKOM,2011,Kvinna,43
JAMTLAND,KROKOM,2011,Man,81
JAMTLAND,RAGUNDA,2011,Kvinna,24
JAMTLAND,RAGUNDA,2011,Man,54
JAMTLAND,STROMSUND,2011,Kvinna,43
JAMTLAND,STROMSUND,2011,Man,95
JAMTLAND,ARE,2011,Kvinna,36
JAMTLAND,ARE,2011,Man,90
JAMTLAND,OSTERSUND,2011,Kvinna,154
JAMTLAND,OSTERSUND,2011,Man,332
JONKOPING,ANEBY,2011,Kvinna,22
JONKOPING,ANEBY,2011,Man,50
JONKOPING,EKSJO,2011,Kvinna,66
JONKOPING,EKSJO,2011,Man,100
JONKOPING,GISLAVED,2011,Kvinna,74
JONKOPING,GISLAVED,2011,Man,157
JONKOPING,GNOSJO,2011,Kvinna,20
JONKOPING,GNOSJO,2011,Man,55
JONKOPING,HABO,2011,Kvinna,16
JONKOPING,HABO,2011,Man,37
JONKOPING,JONKOPING,2011,Kvinna,287
JONKOPING,JONKOPING,2011,Man,590
JONKOPING,MULLSJO,2011,Kvinna,32
JONKOPING,MULLSJO,2011,Man,49
JONKOPING,NASSJO,2011,Kvinna,97
JONKOPING,NASSJO,2011,Man,178
JONKOPING,SAVSJO,2011,Kvinna,30
JONKOPING,SAVSJO,2011,Man,53
JONKOPING,TRANAS,2011,Kvinna,60
JONKOPING,TRANAS,2011,Man,123
JONKOPING,VAGGERYD,2011,Kvinna,27
JONKOPING,VAGGERYD,2011,Man,69
JONKOPING,VETLANDA,2011,Kvinna,94
JONKOPING,VETLANDA,2011,Man,156
JONKOPING,VARNAMO,2011,Kvinna,68
JONKOPING,VARNAMO,2011,Man,143
KALMAR,BORGHOLM,2011,Kvinna,36
KALMAR,BORGHOLM,2011,Man,103
KALMAR,EMMABODA,2011,Kvinna,39
KALMAR,EMMABODA,2011,Man,57
KALMAR,HULTSFRED,2011,Kvinna,78
KALMAR,HULTSFRED,2011,Man,134
KALMAR,HOGSBY,2011,Kvinna,39
KALMAR,HOGSBY,2011,Man,78
KALMAR,KALMAR,2011,Kvinna,160
KALMAR,KALMAR,2011,Man,374
KALMAR,MONSTERAS,2011,Kvinna,52
KALMAR,MONSTERAS,2011,Man,91
KALMAR,MORBYLANGA,2011,Kvinna,38
KALMAR,MORBYLANGA,2011,Man,53
KALMAR,NYBRO,2011,Kvinna,78
KALMAR,NYBRO,2011,Man,133
KALMAR,OSKARSHAMN,2011,Kvinna,68
KALMAR,OSKARSHAMN,2011,Man,119
KALMAR,TORSAS,2011,Kvinna,37
KALMAR,TORSAS,2011,Man,66
KALMAR,VIMMERBY,2011,Kvinna,53
KALMAR,VIMMERBY,2011,Man,80
KALMAR,VASTERVIK,2011,Kvinna,125
KALMAR,VASTERVIK,2011,Man,282
KRONOBERG,ALVESTA,2011,Kvinna,49
KRONOBERG,ALVESTA,2011,Man,85
KRONOBERG,LESSEBO,2011,Kvinna,32
KRONOBERG,LESSEBO,2011,Man,53
KRONOBERG,LJUNGBY,2011,Kvinna,55
KRONOBERG,LJUNGBY,2011,Man,125
KRONOBERG,MARKARYD,2011,Kvinna,37
KRONOBERG,MARKARYD,2011,Man,75
KRONOBERG,TINGSRYD,2011,Kvinna,40
KRONOBERG,TINGSRYD,2011,Man,79
KRONOBERG,UPPVIDINGE,2011,Kvinna,18
KRONOBERG,UPPVIDINGE,2011,Man,53
KRONOBERG,VAXJO,2011,Kvinna,159
KRONOBERG,VAXJO,2011,Man,311
KRONOBERG,ALMHULT,2011,Kvinna,46
KRONOBERG,ALMHULT,2011,Man,68
NORRBOTTEN,ARJEPLOG,2011,Kvinna,5
NORRBOTTEN,ARJEPLOG,2011,Man,19
NORRBOTTEN,ARVIDSJAUR,2011,Kvinna,17
NORRBOTTEN,ARVIDSJAUR,2011,Man,31
NORRBOTTEN,BODEN,2011,Kvinna,124
NORRBOTTEN,BODEN,2011,Man,252
NORRBOTTEN,GALLIVARE,2011,Kvinna,75
NORRBOTTEN,GALLIVARE,2011,Man,117
NORRBOTTEN,HAPARANDA,2011,Kvinna,36
NORRBOTTEN,HAPARANDA,2011,Man,107
NORRBOTTEN,JOKKMOKK,2011,Kvinna,25
NORRBOTTEN,JOKKMOKK,2011,Man,49
NORRBOTTEN,KALIX,2011,Kvinna,59
NORRBOTTEN,KALIX,2011,Man,139
NORRBOTTEN,KIRUNA,2011,Kvinna,54
NORRBOTTEN,KIRUNA,2011,Man,121
NORRBOTTEN,LULEA,2011,Kvinna,224
NORRBOTTEN,LULEA,2011,Man,405
NORRBOTTEN,PAJALA,2011,Kvinna,8
NORRBOTTEN,PAJALA,2011,Man,48
NORRBOTTEN,PITEA,2011,Kvinna,111
NORRBOTTEN,PITEA,2011,Man,207
NORRBOTTEN,ALVSBYN,2011,Kvinna,24
NORRBOTTEN,ALVSBYN,2011,Man,58
NORRBOTTEN,OVERKALIX,2011,Kvinna,9
NORRBOTTEN,OVERKALIX,2011,Man,58
NORRBOTTEN,OVERTORNEA,2011,Kvinna,13
NORRBOTTEN,OVERTORNEA,2011,Man,30
OVRIGT,SAKNAS,2011,Kvinna,599
OVRIGT,SAKNAS,2011,Man,2756
SKANE,BJUV,2011,Kvinna,86
SKANE,BJUV,2011,Man,140
SKANE,BROMOLLA,2011,Kvinna,38
SKANE,BROMOLLA,2011,Man,90
SKANE,BURLOV,2011,Kvinna,80
SKANE,BURLOV,2011,Man,119
SKANE,BASTAD,2011,Kvinna,44
SKANE,BASTAD,2011,Man,69
SKANE,ESLOV,2011,Kvinna,119
SKANE,ESLOV,2011,Man,239
SKANE,HELSINGBORG,2011,Kvinna,475
SKANE,HELSINGBORG,2011,Man,916
SKANE,HASSLEHOLM,2011,Kvinna,162
SKANE,HASSLEHOLM,2011,Man,347
SKANE,HOGANAS,2011,Kvinna,56
SKANE,HOGANAS,2011,Man,110
SKANE,HORBY,2011,Kvinna,86
SKANE,HORBY,2011,Man,146
SKANE,HOOR,2011,Kvinna,68
SKANE,HOOR,2011,Man,123
SKANE,KLIPPAN,2011,Kvinna,112
SKANE,KLIPPAN,2011,Man,221
SKANE,KRISTIANSTAD,2011,Kvinna,252
SKANE,KRISTIANSTAD,2011,Man,495
SKANE,KAVLINGE,2011,Kvinna,85
SKANE,KAVLINGE,2011,Man,113
SKANE,LANDSKRONA,2011,Kvinna,241
SKANE,LANDSKRONA,2011,Man,422
SKANE,LOMMA,2011,Kvinna,13
SKANE,LOMMA,2011,Man,50
SKANE,LUND,2011,Kvinna,156
SKANE,LUND,2011,Man,316
SKANE,MALMO,2011,Kvinna,945
SKANE,MALMO,2011,Man,2065
SKANE,OSBY,2011,Kvinna,50
SKANE,OSBY,2011,Man,79
SKANE,PERSTORP,2011,Kvinna,52
SKANE,PERSTORP,2011,Man,85
SKANE,SIMRISHAMN,2011,Kvinna,74
SKANE,SIMRISHAMN,2011,Man,180
SKANE,SJOBO,2011,Kvinna,129
SKANE,SJOBO,2011,Man,186
SKANE,SKURUP,2011,Kvinna,93
SKANE,SKURUP,2011,Man,132
SKANE,STAFFANSTORP,2011,Kvinna,53
SKANE,STAFFANSTORP,2011,Man,99
SKANE,SVALOV,2011,Kvinna,90
SKANE,SVALOV,2011,Man,150
SKANE,SVEDALA,2011,Kvinna,30
SKANE,SVEDALA,2011,Man,79
SKANE,TOMELILLA,2011,Kvinna,81
SKANE,TOMELILLA,2011,Man,132
SKANE,TRELLEBORG,2011,Kvinna,195
SKANE,TRELLEBORG,2011,Man,324
SKANE,VELLINGE,2011,Kvinna,29
SKANE,VELLINGE,2011,Man,97
SKANE,YSTAD,2011,Kvinna,85
SKANE,YSTAD,2011,Man,174
SKANE,ASTORP,2011,Kvinna,102
SKANE,ASTORP,2011,Man,150
SKANE,ANGELHOLM,2011,Kvinna,96
SKANE,ANGELHOLM,2011,Man,179
SKANE,ORKELLJUNGA,2011,Kvinna,46
SKANE,ORKELLJUNGA,2011,Man,98
SKANE,OSTRA GOINGE,2011,Kvinna,75
SKANE,OSTRA GOINGE,2011,Man,138
STOCKHOLM,BOTKYRKA,2011,Kvinna,239
STOCKHOLM,BOTKYRKA,2011,Man,551
STOCKHOLM,DANDERYD,2011,Kvinna,25
STOCKHOLM,DANDERYD,2011,Man,63
STOCKHOLM,EKERO,2011,Kvinna,53
STOCKHOLM,EKERO,2011,Man,111
STOCKHOLM,HANINGE,2011,Kvinna,281
STOCKHOLM,HANINGE,2011,Man,585
STOCKHOLM,HUDDINGE,2011,Kvinna,243
STOCKHOLM,HUDDINGE,2011,Man,616
STOCKHOLM,JARFALLA,2011,Kvinna,130
STOCKHOLM,JARFALLA,2011,Man,266
STOCKHOLM,LIDINGO,2011,Kvinna,41
STOCKHOLM,LIDINGO,2011,Man,149
STOCKHOLM,NACKA,2011,Kvinna,115
STOCKHOLM,NACKA,2011,Man,297
STOCKHOLM,NORRTALJE,2011,Kvinna,205
STOCKHOLM,NORRTALJE,2011,Man,443
STOCKHOLM,NYKVARN,2011,Kvinna,10
STOCKHOLM,NYKVARN,2011,Man,63
STOCKHOLM,NYNASHAMN,2011,Kvinna,92
STOCKHOLM,NYNASHAMN,2011,Man,212
STOCKHOLM,SALEM,2011,Kvinna,44
STOCKHOLM,SALEM,2011,Man,78
STOCKHOLM,SIGTUNA,2011,Kvinna,143
STOCKHOLM,SIGTUNA,2011,Man,311
STOCKHOLM,SOLLENTUNA,2011,Kvinna,87
STOCKHOLM,SOLLENTUNA,2011,Man,242
STOCKHOLM,SOLNA,2011,Kvinna,117
STOCKHOLM,SOLNA,2011,Man,362
STOCKHOLM,STOCKHOLM,2011,Kvinna,1821
STOCKHOLM,STOCKHOLM,2011,Man,5480
STOCKHOLM,SUNDBYBERG,2011,Kvinna,83
STOCKHOLM,SUNDBYBERG,2011,Man,282
STOCKHOLM,SODERTALJE,2011,Kvinna,377
STOCKHOLM,SODERTALJE,2011,Man,761
STOCKHOLM,TYRESO,2011,Kvinna,86
STOCKHOLM,TYRESO,2011,Man,219
STOCKHOLM,TABY,2011,Kvinna,57
STOCKHOLM,TABY,2011,Man,120
STOCKHOLM,UPPLANDS VASBY,2011,Kvinna,86
STOCKHOLM,UPPLANDS VASBY,2011,Man,186
STOCKHOLM,UPPLANDS-BRO,2011,Kvinna,67
STOCKHOLM,UPPLANDS-BRO,2011,Man,148
STOCKHOLM,VALLENTUNA,2011,Kvinna,53
STOCKHOLM,VALLENTUNA,2011,Man,155
STOCKHOLM,VAXHOLM,2011,Kvinna,12
STOCKHOLM,VAXHOLM,2011,Man,49
STOCKHOLM,VARMDO,2011,Kvinna,74
STOCKHOLM,VARMDO,2011,Man,225
STOCKHOLM,OSTERAKER,2011,Kvinna,65
STOCKHOLM,OSTERAKER,2011,Man,209
SODERMANLAND,ESKILSTUNA,2011,Kvinna,375
SODERMANLAND,ESKILSTUNA,2011,Man,732
SODERMANLAND,FLEN,2011,Kvinna,74
SODERMANLAND,FLEN,2011,Man,142
SODERMANLAND,GNESTA,2011,Kvinna,45
SODERMANLAND,GNESTA,2011,Man,75
SODERMANLAND,KATRINEHOLM,2011,Kvinna,129
SODERMANLAND,KATRINEHOLM,2011,Man,207
SODERMANLAND,NYKOPING,2011,Kvinna,157
SODERMANLAND,NYKOPING,2011,Man,288
SODERMANLAND,OXELOSUND,2011,Kvinna,47
SODERMANLAND,OXELOSUND,2011,Man,95
SODERMANLAND,STRANGNAS,2011,Kvinna,119
SODERMANLAND,STRANGNAS,2011,Man,224
SODERMANLAND,TROSA,2011,Kvinna,24
SODERMANLAND,TROSA,2011,Man,59
SODERMANLAND,VINGAKER,2011,Kvinna,45
SODERMANLAND,VINGAKER,2011,Man,82
UPPSALA,ENKOPING,2011,Kvinna,119
UPPSALA,ENKOPING,2011,Man,296
UPPSALA,HEBY,2011,Kvinna,63
UPPSALA,HEBY,2011,Man,118
UPPSALA,HABO,2011,Kvinna,53
UPPSALA,HABO,2011,Man,129
UPPSALA,KNIVSTA,2011,Kvinna,33
UPPSALA,KNIVSTA,2011,Man,76
UPPSALA,TIERP,2011,Kvinna,123
UPPSALA,TIERP,2011,Man,197
UPPSALA,UPPSALA,2011,Kvinna,333
UPPSALA,UPPSALA,2011,Man,789
UPPSALA,ALVKARLEBY,2011,Kvinna,52
UPPSALA,ALVKARLEBY,2011,Man,72
UPPSALA,OSTHAMMAR,2011,Kvinna,73
UPPSALA,OSTHAMMAR,2011,Man,126
VARMLAND,ARVIKA,2011,Kvinna,112
VARMLAND,ARVIKA,2011,Man,198
VARMLAND,EDA,2011,Kvinna,44
VARMLAND,EDA,2011,Man,94
VARMLAND,FILIPSTAD,2011,Kvinna,60
VARMLAND,FILIPSTAD,2011,Man,146
VARMLAND,FORSHAGA,2011,Kvinna,72
VARMLAND,FORSHAGA,2011,Man,95
VARMLAND,GRUMS,2011,Kvinna,70
VARMLAND,GRUMS,2011,Man,107
VARMLAND,HAGFORS,2011,Kvinna,61
VARMLAND,HAGFORS,2011,Man,104
VARMLAND,HAMMARO,2011,Kvinna,26
VARMLAND,HAMMARO,2011,Man,83
VARMLAND,KARLSTAD,2011,Kvinna,291
VARMLAND,KARLSTAD,2011,Man,523
VARMLAND,KIL,2011,Kvinna,49
VARMLAND,KIL,2011,Man,88
VARMLAND,KRISTINEHAMN,2011,Kvinna,141
VARMLAND,KRISTINEHAMN,2011,Man,219
VARMLAND,MUNKFORS,2011,Kvinna,22
VARMLAND,MUNKFORS,2011,Man,51
VARMLAND,STORFORS,2011,Kvinna,28
VARMLAND,STORFORS,2011,Man,55
VARMLAND,SUNNE,2011,Kvinna,50
VARMLAND,SUNNE,2011,Man,78
VARMLAND,SAFFLE,2011,Kvinna,65
VARMLAND,SAFFLE,2011,Man,109
VARMLAND,TORSBY,2011,Kvinna,46
VARMLAND,TORSBY,2011,Man,118
VARMLAND,ARJANG,2011,Kvinna,28
VARMLAND,ARJANG,2011,Man,71
VASTERBOTTEN,BJURHOLM,2011,Kvinna,8
VASTERBOTTEN,BJURHOLM,2011,Man,14
VASTERBOTTEN,DOROTEA,2011,Kvinna,6
VASTERBOTTEN,DOROTEA,2011,Man,11
VASTERBOTTEN,LYCKSELE,2011,Kvinna,37
VASTERBOTTEN,LYCKSELE,2011,Man,75
VASTERBOTTEN,MALA,2011,Kvinna,6
VASTERBOTTEN,MALA,2011,Man,17
VASTERBOTTEN,NORDMALING,2011,Kvinna,27
VASTERBOTTEN,NORDMALING,2011,Man,51
VASTERBOTTEN,NORSJO,2011,Kvinna,17
VASTERBOTTEN,NORSJO,2011,Man,24
VASTERBOTTEN,ROBERTSFORS,2011,Kvinna,20
VASTERBOTTEN,ROBERTSFORS,2011,Man,40
VASTERBOTTEN,SKELLEFTEA,2011,Kvinna,146
VASTERBOTTEN,SKELLEFTEA,2011,Man,323
VASTERBOTTEN,SORSELE,2011,Kvinna,9
VASTERBOTTEN,SORSELE,2011,Man,20
VASTERBOTTEN,STORUMAN,2011,Kvinna,17
VASTERBOTTEN,STORUMAN,2011,Man,49
VASTERBOTTEN,UMEA,2011,Kvinna,202
VASTERBOTTEN,UMEA,2011,Man,422
VASTERBOTTEN,VILHELMINA,2011,Kvinna,17
VASTERBOTTEN,VILHELMINA,2011,Man,40
VASTERBOTTEN,VINDELN,2011,Kvinna,12
VASTERBOTTEN,VINDELN,2011,Man,33
VASTERBOTTEN,VANNAS,2011,Kvinna,25
VASTERBOTTEN,VANNAS,2011,Man,53
VASTERBOTTEN,ASELE,2011,Kvinna,11
VASTERBOTTEN,ASELE,2011,Man,26
VASTERNORRLAND,HARNOSAND,2011,Kvinna,83
VASTERNORRLAND,HARNOSAND,2011,Man,166
VASTERNORRLAND,KRAMFORS,2011,Kvinna,107
VASTERNORRLAND,KRAMFORS,2011,Man,231
VASTERNORRLAND,SOLLEFTEA,2011,Kvinna,103
VASTERNORRLAND,SOLLEFTEA,2011,Man,198
VASTERNORRLAND,SUNDSVALL,2011,Kvinna,385
VASTERNORRLAND,SUNDSVALL,2011,Man,714
VASTERNORRLAND,TIMRA,2011,Kvinna,71
VASTERNORRLAND,TIMRA,2011,Man,156
VASTERNORRLAND,ANGE,2011,Kvinna,46
VASTERNORRLAND,ANGE,2011,Man,101
VASTERNORRLAND,ORNSKOLDSVIK,2011,Kvinna,134
VASTERNORRLAND,ORNSKOLDSVIK,2011,Man,270
VASTMANLAND,ARBOGA,2011,Kvinna,62
VASTMANLAND,ARBOGA,2011,Man,109
VASTMANLAND,FAGERSTA,2011,Kvinna,51
VASTMANLAND,FAGERSTA,2011,Man,113
VASTMANLAND,HALLSTAHAMMAR,2011,Kvinna,51
VASTMANLAND,HALLSTAHAMMAR,2011,Man,115
VASTMANLAND,KUNGSOR,2011,Kvinna,34
VASTMANLAND,KUNGSOR,2011,Man,72
VASTMANLAND,KOPING,2011,Kvinna,96
VASTMANLAND,KOPING,2011,Man,192
VASTMANLAND,NORBERG,2011,Kvinna,39
VASTMANLAND,NORBERG,2011,Man,75
VASTMANLAND,SALA,2011,Kvinna,103
VASTMANLAND,SALA,2011,Man,164
VASTMANLAND,SKINNSKATTEBERG,2011,Kvinna,34
VASTMANLAND,SKINNSKATTEBERG,2011,Man,70
VASTMANLAND,SURAHAMMAR,2011,Kvinna,45
VASTMANLAND,SURAHAMMAR,2011,Man,89
VASTMANLAND,VASTERAS,2011,Kvinna,386
VASTMANLAND,VASTERAS,2011,Man,822
VASTRA GOTALAND,ALE,2011,Kvinna,75
VASTRA GOTALAND,ALE,2011,Man,158
VASTRA GOTALAND,ALINGSAS,2011,Kvinna,102
VASTRA GOTALAND,ALINGSAS,2011,Man,169
VASTRA GOTALAND,BENGTSFORS,2011,Kvinna,40
VASTRA GOTALAND,BENGTSFORS,2011,Man,74
VASTRA GOTALAND,BOLLEBYGD,2011,Kvinna,20
VASTRA GOTALAND,BOLLEBYGD,2011,Man,51
VASTRA GOTALAND,BORAS,2011,Kvinna,306
VASTRA GOTALAND,BORAS,2011,Man,673
VASTRA GOTALAND,DALS-ED,2011,Kvinna,20
VASTRA GOTALAND,DALS-ED,2011,Man,30
VASTRA GOTALAND,ESSUNGA,2011,Kvinna,34
VASTRA GOTALAND,ESSUNGA,2011,Man,61
VASTRA GOTALAND,FALKOPING,2011,Kvinna,110
VASTRA GOTALAND,FALKOPING,2011,Man,193
VASTRA GOTALAND,FARGELANDA,2011,Kvinna,41
VASTRA GOTALAND,FARGELANDA,2011,Man,65
VASTRA GOTALAND,GRASTORP,2011,Kvinna,23
VASTRA GOTALAND,GRASTORP,2011,Man,37
VASTRA GOTALAND,GULLSPANG,2011,Kvinna,30
VASTRA GOTALAND,GULLSPANG,2011,Man,45
VASTRA GOTALAND,GOTEBORG,2011,Kvinna,1418
VASTRA GOTALAND,GOTEBORG,2011,Man,3281
VASTRA GOTALAND,GOTENE,2011,Kvinna,37
VASTRA GOTALAND,GOTENE,2011,Man,75
VASTRA GOTALAND,HERRLJUNGA,2011,Kvinna,44
VASTRA GOTALAND,HERRLJUNGA,2011,Man,62
VASTRA GOTALAND,HJO,2011,Kvinna,28
VASTRA GOTALAND,HJO,2011,Man,61
VASTRA GOTALAND,HARRYDA,2011,Kvinna,77
VASTRA GOTALAND,HARRYDA,2011,Man,156
VASTRA GOTALAND,KARLSBORG,2011,Kvinna,27
VASTRA GOTALAND,KARLSBORG,2011,Man,40
VASTRA GOTALAND,KUNGALV,2011,Kvinna,62
VASTRA GOTALAND,KUNGALV,2011,Man,156
VASTRA GOTALAND,LERUM,2011,Kvinna,83
VASTRA GOTALAND,LERUM,2011,Man,144
VASTRA GOTALAND,LIDKOPING,2011,Kvinna,89
VASTRA GOTALAND,LIDKOPING,2011,Man,162
VASTRA GOTALAND,LILLA EDET,2011,Kvinna,71
VASTRA GOTALAND,LILLA EDET,2011,Man,122
VASTRA GOTALAND,LYSEKIL,2011,Kvinna,51
VASTRA GOTALAND,LYSEKIL,2011,Man,103
VASTRA GOTALAND,MARIESTAD,2011,Kvinna,69
VASTRA GOTALAND,MARIESTAD,2011,Man,153
VASTRA GOTALAND,MARK,2011,Kvinna,113
VASTRA GOTALAND,MARK,2011,Man,221
VASTRA GOTALAND,MELLERUD,2011,Kvinna,30
VASTRA GOTALAND,MELLERUD,2011,Man,76
VASTRA GOTALAND,MUNKEDAL,2011,Kvinna,45
VASTRA GOTALAND,MUNKEDAL,2011,Man,82
VASTRA GOTALAND,MOLNDAL,2011,Kvinna,129
VASTRA GOTALAND,MOLNDAL,2011,Man,347
VASTRA GOTALAND,ORUST,2011,Kvinna,52
VASTRA GOTALAND,ORUST,2011,Man,123
VASTRA GOTALAND,PARTILLE,2011,Kvinna,89
VASTRA GOTALAND,PARTILLE,2011,Man,144
VASTRA GOTALAND,SKARA,2011,Kvinna,77
VASTRA GOTALAND,SKARA,2011,Man,116
VASTRA GOTALAND,SKOVDE,2011,Kvinna,99
VASTRA GOTALAND,SKOVDE,2011,Man,212
VASTRA GOTALAND,SOTENAS,2011,Kvinna,32
VASTRA GOTALAND,SOTENAS,2011,Man,60
VASTRA GOTALAND,STENUNGSUND,2011,Kvinna,60
VASTRA GOTALAND,STENUNGSUND,2011,Man,113
VASTRA GOTALAND,STROMSTAD,2011,Kvinna,29
VASTRA GOTALAND,STROMSTAD,2011,Man,72
VASTRA GOTALAND,SVENLJUNGA,2011,Kvinna,49
VASTRA GOTALAND,SVENLJUNGA,2011,Man,88
VASTRA GOTALAND,TANUM,2011,Kvinna,38
VASTRA GOTALAND,TANUM,2011,Man,71
VASTRA GOTALAND,TIBRO,2011,Kvinna,34
VASTRA GOTALAND,TIBRO,2011,Man,59
VASTRA GOTALAND,TIDAHOLM,2011,Kvinna,53
VASTRA GOTALAND,TIDAHOLM,2011,Man,101
VASTRA GOTALAND,TJORN,2011,Kvinna,33
VASTRA GOTALAND,TJORN,2011,Man,73
VASTRA GOTALAND,TRANEMO,2011,Kvinna,31
VASTRA GOTALAND,TRANEMO,2011,Man,71
VASTRA GOTALAND,TROLLHATTAN,2011,Kvinna,140
VASTRA GOTALAND,TROLLHATTAN,2011,Man,253
VASTRA GOTALAND,TOREBODA,2011,Kvinna,57
VASTRA GOTALAND,TOREBODA,2011,Man,112
VASTRA GOTALAND,UDDEVALLA,2011,Kvinna,119
VASTRA GOTALAND,UDDEVALLA,2011,Man,272
VASTRA GOTALAND,ULRICEHAMN,2011,Kvinna,76
